"Date","Site.ID","Daily.Mean.Pb.Concentration","UNITS","Site.Name","year","month","geometry"
1981-01-10,261630015,0.22,"ug/m3 SC","Southwestern H.S.",1981,1,c(42.3027864681917, -83.1065304278455)
1981-01-22,261630015,0.35,"ug/m3 SC","Southwestern H.S.",1981,1,c(42.3027864681917, -83.1065304278455)
1981-02-03,261630015,0.19,"ug/m3 SC","Southwestern H.S.",1981,2,c(42.3027864681917, -83.1065304278455)
1981-02-15,261630015,0.34,"ug/m3 SC","Southwestern H.S.",1981,2,c(42.3027864681917, -83.1065304278455)
1981-02-27,261630015,0.16,"ug/m3 SC","Southwestern H.S.",1981,2,c(42.3027864681917, -83.1065304278455)
1981-03-23,261630015,0.41,"ug/m3 SC","Southwestern H.S.",1981,3,c(42.3027864681917, -83.1065304278455)
1981-04-04,261630015,0.39,"ug/m3 SC","Southwestern H.S.",1981,4,c(42.3027864681917, -83.1065304278455)
1981-04-16,261630015,0.31,"ug/m3 SC","Southwestern H.S.",1981,4,c(42.3027864681917, -83.1065304278455)
1981-04-28,261630015,0.27,"ug/m3 SC","Southwestern H.S.",1981,4,c(42.3027864681917, -83.1065304278455)
1981-05-10,261630015,0.23,"ug/m3 SC","Southwestern H.S.",1981,5,c(42.3027864681917, -83.1065304278455)
1981-05-22,261630015,0.5,"ug/m3 SC","Southwestern H.S.",1981,5,c(42.3027864681917, -83.1065304278455)
1981-06-03,261630015,0.04,"ug/m3 SC","Southwestern H.S.",1981,6,c(42.3027864681917, -83.1065304278455)
1981-06-15,261630015,0.22,"ug/m3 SC","Southwestern H.S.",1981,6,c(42.3027864681917, -83.1065304278455)
1981-06-27,261630015,0.38,"ug/m3 SC","Southwestern H.S.",1981,6,c(42.3027864681917, -83.1065304278455)
1981-07-09,261630015,0.52,"ug/m3 SC","Southwestern H.S.",1981,7,c(42.3027864681917, -83.1065304278455)
1981-07-21,261630015,0.35,"ug/m3 SC","Southwestern H.S.",1981,7,c(42.3027864681917, -83.1065304278455)
1981-08-02,261630015,0.24,"ug/m3 SC","Southwestern H.S.",1981,8,c(42.3027864681917, -83.1065304278455)
1981-08-14,261630015,0.42,"ug/m3 SC","Southwestern H.S.",1981,8,c(42.3027864681917, -83.1065304278455)
1981-08-26,261630015,0.25,"ug/m3 SC","Southwestern H.S.",1981,8,c(42.3027864681917, -83.1065304278455)
1981-09-07,261630015,0.34,"ug/m3 SC","Southwestern H.S.",1981,9,c(42.3027864681917, -83.1065304278455)
1981-09-19,261630015,0.25,"ug/m3 SC","Southwestern H.S.",1981,9,c(42.3027864681917, -83.1065304278455)
1981-10-01,261630015,0.25,"ug/m3 SC","Southwestern H.S.",1981,10,c(42.3027864681917, -83.1065304278455)
1981-10-13,261630015,0.51,"ug/m3 SC","Southwestern H.S.",1981,10,c(42.3027864681917, -83.1065304278455)
1981-01-10,261630020,0.25,"ug/m3 SC","",1981,1,c(42.334205094, -83.033253075)
1981-01-22,261630020,0.43,"ug/m3 SC","",1981,1,c(42.334205094, -83.033253075)
1981-02-27,261630020,0.32,"ug/m3 SC","",1981,2,c(42.334205094, -83.033253075)
1981-03-11,261630020,0.31,"ug/m3 SC","",1981,3,c(42.334205094, -83.033253075)
1981-03-23,261630020,0.27,"ug/m3 SC","",1981,3,c(42.334205094, -83.033253075)
1981-04-04,261630020,0.15,"ug/m3 SC","",1981,4,c(42.334205094, -83.033253075)
1981-04-16,261630020,0.37,"ug/m3 SC","",1981,4,c(42.334205094, -83.033253075)
1981-04-28,261630020,0.3,"ug/m3 SC","",1981,4,c(42.334205094, -83.033253075)
1981-05-10,261630020,0.19,"ug/m3 SC","",1981,5,c(42.334205094, -83.033253075)
1981-05-22,261630020,0.46,"ug/m3 SC","",1981,5,c(42.334205094, -83.033253075)
1981-06-03,261630020,0.55,"ug/m3 SC","",1981,6,c(42.334205094, -83.033253075)
1981-06-15,261630020,0.32,"ug/m3 SC","",1981,6,c(42.334205094, -83.033253075)
1981-06-27,261630020,0.37,"ug/m3 SC","",1981,6,c(42.334205094, -83.033253075)
1981-07-09,261630020,0.4,"ug/m3 SC","",1981,7,c(42.334205094, -83.033253075)
1981-07-21,261630020,0.16,"ug/m3 SC","",1981,7,c(42.334205094, -83.033253075)
1981-08-02,261630020,0.3,"ug/m3 SC","",1981,8,c(42.334205094, -83.033253075)
1981-08-14,261630020,0.49,"ug/m3 SC","",1981,8,c(42.334205094, -83.033253075)
1981-08-26,261630020,0.35,"ug/m3 SC","",1981,8,c(42.334205094, -83.033253075)
1981-09-07,261630020,0.26,"ug/m3 SC","",1981,9,c(42.334205094, -83.033253075)
1981-09-19,261630020,0.25,"ug/m3 SC","",1981,9,c(42.334205094, -83.033253075)
1981-10-01,261630020,0.25,"ug/m3 SC","",1981,10,c(42.334205094, -83.033253075)
1981-10-13,261630020,0.38,"ug/m3 SC","",1981,10,c(42.334205094, -83.033253075)
1982-01-05,260996001,0.22,"ug/m3 SC","",1982,1,c(42.535035158, -83.067703157)
1982-01-11,260996001,0,"ug/m3 SC","",1982,1,c(42.535035158, -83.067703157)
1982-01-17,260996001,0.41,"ug/m3 SC","",1982,1,c(42.535035158, -83.067703157)
1982-01-23,260996001,0.16,"ug/m3 SC","",1982,1,c(42.535035158, -83.067703157)
1982-01-29,260996001,0.37,"ug/m3 SC","",1982,1,c(42.535035158, -83.067703157)
1982-02-04,260996001,0.34,"ug/m3 SC","",1982,2,c(42.535035158, -83.067703157)
1982-02-10,260996001,0.25,"ug/m3 SC","",1982,2,c(42.535035158, -83.067703157)
1982-02-16,260996001,0.15,"ug/m3 SC","",1982,2,c(42.535035158, -83.067703157)
1982-02-22,260996001,0,"ug/m3 SC","",1982,2,c(42.535035158, -83.067703157)
1982-02-28,260996001,0.21,"ug/m3 SC","",1982,2,c(42.535035158, -83.067703157)
1982-03-06,260996001,0.78,"ug/m3 SC","",1982,3,c(42.535035158, -83.067703157)
1982-03-12,260996001,0.28,"ug/m3 SC","",1982,3,c(42.535035158, -83.067703157)
1982-03-18,260996001,0.2,"ug/m3 SC","",1982,3,c(42.535035158, -83.067703157)
1982-03-24,260996001,0.35,"ug/m3 SC","",1982,3,c(42.535035158, -83.067703157)
1982-03-30,260996001,0.22,"ug/m3 SC","",1982,3,c(42.535035158, -83.067703157)
1982-04-05,260996001,0.1,"ug/m3 SC","",1982,4,c(42.535035158, -83.067703157)
1982-04-11,260996001,0.08,"ug/m3 SC","",1982,4,c(42.535035158, -83.067703157)
1982-04-17,260996001,0.08,"ug/m3 SC","",1982,4,c(42.535035158, -83.067703157)
1982-04-23,260996001,0.13,"ug/m3 SC","",1982,4,c(42.535035158, -83.067703157)
1982-04-29,260996001,0.18,"ug/m3 SC","",1982,4,c(42.535035158, -83.067703157)
1982-05-05,260996001,0.32,"ug/m3 SC","",1982,5,c(42.535035158, -83.067703157)
1982-05-11,260996001,0.35,"ug/m3 SC","",1982,5,c(42.535035158, -83.067703157)
1982-05-17,260996001,0.36,"ug/m3 SC","",1982,5,c(42.535035158, -83.067703157)
1982-05-23,260996001,0.21,"ug/m3 SC","",1982,5,c(42.535035158, -83.067703157)
1982-05-29,260996001,0.44,"ug/m3 SC","",1982,5,c(42.535035158, -83.067703157)
1982-06-04,260996001,0.12,"ug/m3 SC","",1982,6,c(42.535035158, -83.067703157)
1982-06-10,260996001,0.17,"ug/m3 SC","",1982,6,c(42.535035158, -83.067703157)
1982-06-16,260996001,0.14,"ug/m3 SC","",1982,6,c(42.535035158, -83.067703157)
1982-06-22,260996001,0.13,"ug/m3 SC","",1982,6,c(42.535035158, -83.067703157)
1982-06-28,260996001,0.4,"ug/m3 SC","",1982,6,c(42.535035158, -83.067703157)
1982-07-04,260996001,0.19,"ug/m3 SC","",1982,7,c(42.535035158, -83.067703157)
1982-07-10,260996001,0.37,"ug/m3 SC","",1982,7,c(42.535035158, -83.067703157)
1982-07-16,260996001,0.35,"ug/m3 SC","",1982,7,c(42.535035158, -83.067703157)
1982-07-22,260996001,0.31,"ug/m3 SC","",1982,7,c(42.535035158, -83.067703157)
1982-07-28,260996001,0.2,"ug/m3 SC","",1982,7,c(42.535035158, -83.067703157)
1982-08-03,260996001,0.27,"ug/m3 SC","",1982,8,c(42.535035158, -83.067703157)
1982-08-15,260996001,0.36,"ug/m3 SC","",1982,8,c(42.535035158, -83.067703157)
1982-08-27,260996001,0.23,"ug/m3 SC","",1982,8,c(42.535035158, -83.067703157)
1982-09-02,260996001,0.11,"ug/m3 SC","",1982,9,c(42.535035158, -83.067703157)
1982-09-14,260996001,0.16,"ug/m3 SC","",1982,9,c(42.535035158, -83.067703157)
1982-09-20,260996001,0.1,"ug/m3 SC","",1982,9,c(42.535035158, -83.067703157)
1982-10-02,260996001,0.17,"ug/m3 SC","",1982,10,c(42.535035158, -83.067703157)
1982-10-08,260996001,0.52,"ug/m3 SC","",1982,10,c(42.535035158, -83.067703157)
1982-10-14,260996001,0.18,"ug/m3 SC","",1982,10,c(42.535035158, -83.067703157)
1982-10-20,260996001,0.08,"ug/m3 SC","",1982,10,c(42.535035158, -83.067703157)
1982-10-26,260996001,1,"ug/m3 SC","",1982,10,c(42.535035158, -83.067703157)
1982-11-01,260996001,0.34,"ug/m3 SC","",1982,11,c(42.535035158, -83.067703157)
1982-11-07,260996001,0.17,"ug/m3 SC","",1982,11,c(42.535035158, -83.067703157)
1982-11-13,260996001,0.1,"ug/m3 SC","",1982,11,c(42.535035158, -83.067703157)
1982-11-19,260996001,0.5,"ug/m3 SC","",1982,11,c(42.535035158, -83.067703157)
1982-11-25,260996001,0.16,"ug/m3 SC","",1982,11,c(42.535035158, -83.067703157)
1982-12-01,260996001,0.42,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-12-07,260996001,0.14,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-12-13,260996001,0.21,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-12-19,260996001,0.19,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-12-25,260996001,0.1,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-12-31,260996001,0.28,"ug/m3 SC","",1982,12,c(42.535035158, -83.067703157)
1982-01-05,261253001,0.16,"ug/m3 SC","",1982,1,c(42.494757352, -83.202984284)
1982-01-11,261253001,0.11,"ug/m3 SC","",1982,1,c(42.494757352, -83.202984284)
1982-01-17,261253001,0.07,"ug/m3 SC","",1982,1,c(42.494757352, -83.202984284)
1982-01-29,261253001,0.31,"ug/m3 SC","",1982,1,c(42.494757352, -83.202984284)
1982-02-04,261253001,0.33,"ug/m3 SC","",1982,2,c(42.494757352, -83.202984284)
1982-02-10,261253001,0.19,"ug/m3 SC","",1982,2,c(42.494757352, -83.202984284)
1982-02-16,261253001,0.22,"ug/m3 SC","",1982,2,c(42.494757352, -83.202984284)
1982-02-22,261253001,0.09,"ug/m3 SC","",1982,2,c(42.494757352, -83.202984284)
1982-02-28,261253001,0.23,"ug/m3 SC","",1982,2,c(42.494757352, -83.202984284)
1982-03-06,261253001,0.32,"ug/m3 SC","",1982,3,c(42.494757352, -83.202984284)
1982-03-12,261253001,0.32,"ug/m3 SC","",1982,3,c(42.494757352, -83.202984284)
1982-03-24,261253001,0.21,"ug/m3 SC","",1982,3,c(42.494757352, -83.202984284)
1982-03-30,261253001,0.22,"ug/m3 SC","",1982,3,c(42.494757352, -83.202984284)
1982-04-05,261253001,0.12,"ug/m3 SC","",1982,4,c(42.494757352, -83.202984284)
1982-04-23,261253001,0.11,"ug/m3 SC","",1982,4,c(42.494757352, -83.202984284)
1982-04-29,261253001,0.17,"ug/m3 SC","",1982,4,c(42.494757352, -83.202984284)
1982-05-05,261253001,0.37,"ug/m3 SC","",1982,5,c(42.494757352, -83.202984284)
1982-05-11,261253001,0.31,"ug/m3 SC","",1982,5,c(42.494757352, -83.202984284)
1982-05-17,261253001,0.42,"ug/m3 SC","",1982,5,c(42.494757352, -83.202984284)
1982-05-23,261253001,0.17,"ug/m3 SC","",1982,5,c(42.494757352, -83.202984284)
1982-05-29,261253001,0.36,"ug/m3 SC","",1982,5,c(42.494757352, -83.202984284)
1982-06-04,261253001,0.17,"ug/m3 SC","",1982,6,c(42.494757352, -83.202984284)
1982-06-10,261253001,0.11,"ug/m3 SC","",1982,6,c(42.494757352, -83.202984284)
1982-06-16,261253001,0.16,"ug/m3 SC","",1982,6,c(42.494757352, -83.202984284)
1982-06-22,261253001,0.09,"ug/m3 SC","",1982,6,c(42.494757352, -83.202984284)
1982-07-04,261253001,0.17,"ug/m3 SC","",1982,7,c(42.494757352, -83.202984284)
1982-07-10,261253001,0.27,"ug/m3 SC","",1982,7,c(42.494757352, -83.202984284)
1982-07-16,261253001,0.32,"ug/m3 SC","",1982,7,c(42.494757352, -83.202984284)
1982-07-22,261253001,0.31,"ug/m3 SC","",1982,7,c(42.494757352, -83.202984284)
1982-07-28,261253001,0.2,"ug/m3 SC","",1982,7,c(42.494757352, -83.202984284)
1982-08-03,261253001,0.18,"ug/m3 SC","",1982,8,c(42.494757352, -83.202984284)
1982-08-09,261253001,0.08,"ug/m3 SC","",1982,8,c(42.494757352, -83.202984284)
1982-08-15,261253001,0.34,"ug/m3 SC","",1982,8,c(42.494757352, -83.202984284)
1982-08-21,261253001,0.11,"ug/m3 SC","",1982,8,c(42.494757352, -83.202984284)
1982-08-27,261253001,0.25,"ug/m3 SC","",1982,8,c(42.494757352, -83.202984284)
1982-09-02,261253001,0.05,"ug/m3 SC","",1982,9,c(42.494757352, -83.202984284)
1982-09-08,261253001,0.45,"ug/m3 SC","",1982,9,c(42.494757352, -83.202984284)
1982-09-14,261253001,0.11,"ug/m3 SC","",1982,9,c(42.494757352, -83.202984284)
1982-09-20,261253001,0.08,"ug/m3 SC","",1982,9,c(42.494757352, -83.202984284)
1982-09-26,261253001,0.31,"ug/m3 SC","",1982,9,c(42.494757352, -83.202984284)
1982-10-02,261253001,0.18,"ug/m3 SC","",1982,10,c(42.494757352, -83.202984284)
1982-10-08,261253001,0.35,"ug/m3 SC","",1982,10,c(42.494757352, -83.202984284)
1982-10-14,261253001,0.1,"ug/m3 SC","",1982,10,c(42.494757352, -83.202984284)
1982-10-26,261253001,0.67,"ug/m3 SC","",1982,10,c(42.494757352, -83.202984284)
1982-11-01,261253001,0.13,"ug/m3 SC","",1982,11,c(42.494757352, -83.202984284)
1982-11-07,261253001,0.12,"ug/m3 SC","",1982,11,c(42.494757352, -83.202984284)
1982-11-13,261253001,0.03,"ug/m3 SC","",1982,11,c(42.494757352, -83.202984284)
1982-11-19,261253001,0.32,"ug/m3 SC","",1982,11,c(42.494757352, -83.202984284)
1982-11-25,261253001,0.05,"ug/m3 SC","",1982,11,c(42.494757352, -83.202984284)
1982-12-01,261253001,0.29,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-12-07,261253001,0.18,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-12-13,261253001,0.18,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-12-19,261253001,0.09,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-12-25,261253001,0.05,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-12-31,261253001,0.08,"ug/m3 SC","",1982,12,c(42.494757352, -83.202984284)
1982-01-17,261630015,0.1024,"ug/m3 SC","Southwestern H.S.",1982,1,c(42.3027864681917, -83.1065304278455)
1982-01-29,261630015,0.3071,"ug/m3 SC","Southwestern H.S.",1982,1,c(42.3027864681917, -83.1065304278455)
1982-02-10,261630015,0.2818,"ug/m3 SC","Southwestern H.S.",1982,2,c(42.3027864681917, -83.1065304278455)
1982-02-22,261630015,0.315,"ug/m3 SC","Southwestern H.S.",1982,2,c(42.3027864681917, -83.1065304278455)
1982-03-06,261630015,0.6213,"ug/m3 SC","Southwestern H.S.",1982,3,c(42.3027864681917, -83.1065304278455)
1982-03-18,261630015,0.3163,"ug/m3 SC","Southwestern H.S.",1982,3,c(42.3027864681917, -83.1065304278455)
1982-03-30,261630015,0.1759,"ug/m3 SC","Southwestern H.S.",1982,3,c(42.3027864681917, -83.1065304278455)
1982-04-11,261630015,0.1864,"ug/m3 SC","Southwestern H.S.",1982,4,c(42.3027864681917, -83.1065304278455)
1982-04-23,261630015,0.4141,"ug/m3 SC","Southwestern H.S.",1982,4,c(42.3027864681917, -83.1065304278455)
1982-05-05,261630015,0.3566,"ug/m3 SC","Southwestern H.S.",1982,5,c(42.3027864681917, -83.1065304278455)
1982-05-17,261630015,0.5652,"ug/m3 SC","Southwestern H.S.",1982,5,c(42.3027864681917, -83.1065304278455)
1982-05-29,261630015,0.7689,"ug/m3 SC","Southwestern H.S.",1982,5,c(42.3027864681917, -83.1065304278455)
1982-06-10,261630015,0.3408,"ug/m3 SC","Southwestern H.S.",1982,6,c(42.3027864681917, -83.1065304278455)
1982-06-22,261630015,0.4029,"ug/m3 SC","Southwestern H.S.",1982,6,c(42.3027864681917, -83.1065304278455)
1982-07-04,261630015,0.3373,"ug/m3 SC","Southwestern H.S.",1982,7,c(42.3027864681917, -83.1065304278455)
1982-07-16,261630015,0.2775,"ug/m3 SC","Southwestern H.S.",1982,7,c(42.3027864681917, -83.1065304278455)
1982-07-28,261630015,0.3722,"ug/m3 SC","Southwestern H.S.",1982,7,c(42.3027864681917, -83.1065304278455)
1982-08-09,261630015,0.3057,"ug/m3 SC","Southwestern H.S.",1982,8,c(42.3027864681917, -83.1065304278455)
1982-08-21,261630015,0.2096,"ug/m3 SC","Southwestern H.S.",1982,8,c(42.3027864681917, -83.1065304278455)
1982-09-02,261630015,0.4449,"ug/m3 SC","Southwestern H.S.",1982,9,c(42.3027864681917, -83.1065304278455)
1982-09-26,261630015,0.3691,"ug/m3 SC","Southwestern H.S.",1982,9,c(42.3027864681917, -83.1065304278455)
1982-10-08,261630015,0.3911,"ug/m3 SC","Southwestern H.S.",1982,10,c(42.3027864681917, -83.1065304278455)
1982-11-01,261630015,0.3768,"ug/m3 SC","Southwestern H.S.",1982,11,c(42.3027864681917, -83.1065304278455)
1982-11-13,261630015,0.1902,"ug/m3 SC","Southwestern H.S.",1982,11,c(42.3027864681917, -83.1065304278455)
1982-11-25,261630015,0.1344,"ug/m3 SC","Southwestern H.S.",1982,11,c(42.3027864681917, -83.1065304278455)
1982-12-07,261630015,0.3513,"ug/m3 SC","Southwestern H.S.",1982,12,c(42.3027864681917, -83.1065304278455)
1982-12-19,261630015,0.2226,"ug/m3 SC","Southwestern H.S.",1982,12,c(42.3027864681917, -83.1065304278455)
1982-12-31,261630015,0.2294,"ug/m3 SC","Southwestern H.S.",1982,12,c(42.3027864681917, -83.1065304278455)
1982-01-05,261630020,0.2509,"ug/m3 SC","",1982,1,c(42.334205094, -83.033253075)
1982-01-17,261630020,0.1435,"ug/m3 SC","",1982,1,c(42.334205094, -83.033253075)
1982-01-29,261630020,0.4188,"ug/m3 SC","",1982,1,c(42.334205094, -83.033253075)
1982-02-22,261630020,0.2703,"ug/m3 SC","",1982,2,c(42.334205094, -83.033253075)
1982-03-06,261630020,0.5672,"ug/m3 SC","",1982,3,c(42.334205094, -83.033253075)
1982-03-18,261630020,0.3793,"ug/m3 SC","",1982,3,c(42.334205094, -83.033253075)
1982-03-30,261630020,0.2536,"ug/m3 SC","",1982,3,c(42.334205094, -83.033253075)
1982-04-11,261630020,0.1883,"ug/m3 SC","",1982,4,c(42.334205094, -83.033253075)
1982-04-23,261630020,0.3501,"ug/m3 SC","",1982,4,c(42.334205094, -83.033253075)
1982-05-05,261630020,0.3849,"ug/m3 SC","",1982,5,c(42.334205094, -83.033253075)
1982-05-17,261630020,0.4699,"ug/m3 SC","",1982,5,c(42.334205094, -83.033253075)
1982-05-29,261630020,0.8516,"ug/m3 SC","",1982,5,c(42.334205094, -83.033253075)
1982-06-10,261630020,0.3363,"ug/m3 SC","",1982,6,c(42.334205094, -83.033253075)
1982-06-22,261630020,0.3098,"ug/m3 SC","",1982,6,c(42.334205094, -83.033253075)
1982-07-04,261630020,0.2302,"ug/m3 SC","",1982,7,c(42.334205094, -83.033253075)
1982-07-16,261630020,0.4505,"ug/m3 SC","",1982,7,c(42.334205094, -83.033253075)
1982-08-21,261630020,0.1463,"ug/m3 SC","",1982,8,c(42.334205094, -83.033253075)
1982-09-02,261630020,0.3181,"ug/m3 SC","",1982,9,c(42.334205094, -83.033253075)
1982-09-14,261630020,0.3426,"ug/m3 SC","",1982,9,c(42.334205094, -83.033253075)
1982-09-26,261630020,0.3506,"ug/m3 SC","",1982,9,c(42.334205094, -83.033253075)
1982-10-20,261630020,0.1965,"ug/m3 SC","",1982,10,c(42.334205094, -83.033253075)
1982-11-01,261630020,0.2923,"ug/m3 SC","",1982,11,c(42.334205094, -83.033253075)
1982-11-13,261630020,0.1635,"ug/m3 SC","",1982,11,c(42.334205094, -83.033253075)
1982-11-25,261630020,0.1771,"ug/m3 SC","",1982,11,c(42.334205094, -83.033253075)
1982-12-19,261630020,0.2573,"ug/m3 SC","",1982,12,c(42.334205094, -83.033253075)
1982-12-31,261630020,0.3054,"ug/m3 SC","",1982,12,c(42.334205094, -83.033253075)
0001-06-19,260996001,0.2,"ug/m3 SC","",1,6,c(42.535035158, -83.067703157)
NA,260996001,0.05,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.14,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.08,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0002-05-19,260996001,0.2,"ug/m3 SC","",2,5,c(42.535035158, -83.067703157)
0002-11-19,260996001,0.15,"ug/m3 SC","",2,11,c(42.535035158, -83.067703157)
NA,260996001,0.14,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.3,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0003-01-19,260996001,0.93,"ug/m3 SC","",3,1,c(42.535035158, -83.067703157)
0003-07-19,260996001,0.28,"ug/m3 SC","",3,7,c(42.535035158, -83.067703157)
NA,260996001,0.32,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.06,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.3,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0004-06-19,260996001,0.16,"ug/m3 SC","",4,6,c(42.535035158, -83.067703157)
NA,260996001,0.09,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.04,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.18,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0005-06-19,260996001,0.2,"ug/m3 SC","",5,6,c(42.535035158, -83.067703157)
0005-12-19,260996001,0.2,"ug/m3 SC","",5,12,c(42.535035158, -83.067703157)
NA,260996001,0.12,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.21,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.16,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0006-05-19,260996001,0.08,"ug/m3 SC","",6,5,c(42.535035158, -83.067703157)
0006-11-19,260996001,0.54,"ug/m3 SC","",6,11,c(42.535035158, -83.067703157)
NA,260996001,0.21,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.08,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.14,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0007-05-19,260996001,0.07,"ug/m3 SC","",7,5,c(42.535035158, -83.067703157)
0007-11-19,260996001,0.19,"ug/m3 SC","",7,11,c(42.535035158, -83.067703157)
NA,260996001,0.12,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.07,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0008-04-19,260996001,0.12,"ug/m3 SC","",8,4,c(42.535035158, -83.067703157)
NA,260996001,0.58,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.06,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.19,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0009-03-19,260996001,0.53,"ug/m3 SC","",9,3,c(42.535035158, -83.067703157)
0009-09-19,260996001,0.25,"ug/m3 SC","",9,9,c(42.535035158, -83.067703157)
NA,260996001,0.15,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.07,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.47,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0010-03-19,260996001,0.26,"ug/m3 SC","",10,3,c(42.535035158, -83.067703157)
0010-09-19,260996001,0.15,"ug/m3 SC","",10,9,c(42.535035158, -83.067703157)
NA,260996001,0.57,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.12,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.15,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0011-02-19,260996001,0.34,"ug/m3 SC","",11,2,c(42.535035158, -83.067703157)
0011-08-19,260996001,1.16,"ug/m3 SC","",11,8,c(42.535035158, -83.067703157)
NA,260996001,0.23,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.08,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.18,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0012-02-19,260996001,0.27,"ug/m3 SC","",12,2,c(42.535035158, -83.067703157)
0012-08-19,260996001,0.69,"ug/m3 SC","",12,8,c(42.535035158, -83.067703157)
NA,260996001,0.2,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
NA,260996001,0.17,"ug/m3 SC","",NA,NA,c(42.535035158, -83.067703157)
0001-06-19,261253001,0.14,"ug/m3 SC","",1,6,c(42.494757352, -83.202984284)
0001-12-19,261253001,0.12,"ug/m3 SC","",1,12,c(42.494757352, -83.202984284)
0002-05-19,261253001,0.17,"ug/m3 SC","",2,5,c(42.494757352, -83.202984284)
NA,261253001,0.06,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.2,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
0003-01-19,261253001,0.63,"ug/m3 SC","",3,1,c(42.494757352, -83.202984284)
0003-07-19,261253001,0.32,"ug/m3 SC","",3,7,c(42.494757352, -83.202984284)
NA,261253001,0.15,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.23,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.3,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
0004-06-19,261253001,0.18,"ug/m3 SC","",4,6,c(42.494757352, -83.202984284)
NA,261253001,0.07,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.05,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.2,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
0005-06-19,261253001,0.12,"ug/m3 SC","",5,6,c(42.494757352, -83.202984284)
0005-12-19,261253001,0.59,"ug/m3 SC","",5,12,c(42.494757352, -83.202984284)
NA,261253001,0.12,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.12,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
NA,261253001,0.06,"ug/m3 SC","",NA,NA,c(42.494757352, -83.202984284)
