"Date","Site.ID","Daily.Mean.Pb.Concentration","UNITS","Site.Name","year","month","geometry"
NA,261470005,0.019,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0002-03-19,261470005,0.042,"ug/m3 SC","Port Huron",2,3,c(42.9533362711269, -82.4562287816265)
0002-09-19,261470005,0.024,"ug/m3 SC","Port Huron",2,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.018,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0076,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.039,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0003-04-19,261470005,0.031,"ug/m3 SC","Port Huron",3,4,c(42.9533362711269, -82.4562287816265)
0003-10-19,261470005,0.032,"ug/m3 SC","Port Huron",3,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.013,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.03,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.028,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0004-03-19,261470005,0.033,"ug/m3 SC","Port Huron",4,3,c(42.9533362711269, -82.4562287816265)
0004-09-19,261470005,0.166,"ug/m3 SC","Port Huron",4,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.009,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.031,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.022,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0005-03-19,261470005,0.054,"ug/m3 SC","Port Huron",5,3,c(42.9533362711269, -82.4562287816265)
0005-09-19,261470005,0.052,"ug/m3 SC","Port Huron",5,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.067,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.05,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.045,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0006-02-19,261470005,0.031,"ug/m3 SC","Port Huron",6,2,c(42.9533362711269, -82.4562287816265)
0006-08-19,261470005,0.039,"ug/m3 SC","Port Huron",6,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.032,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.028,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.011,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0007-02-19,261470005,0.027,"ug/m3 SC","Port Huron",7,2,c(42.9533362711269, -82.4562287816265)
0007-08-19,261470005,0.052,"ug/m3 SC","Port Huron",7,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.034,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.057,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.027,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0008-01-19,261470005,0.068,"ug/m3 SC","Port Huron",8,1,c(42.9533362711269, -82.4562287816265)
0008-07-19,261470005,0.015,"ug/m3 SC","Port Huron",8,7,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.051,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.036,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.045,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0009-06-19,261470005,0.01,"ug/m3 SC","Port Huron",9,6,c(42.9533362711269, -82.4562287816265)
0009-12-19,261470005,0.04,"ug/m3 SC","Port Huron",9,12,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.077,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.023,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.04,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0010-06-19,261470005,0.007,"ug/m3 SC","Port Huron",10,6,c(42.9533362711269, -82.4562287816265)
0010-12-19,261470005,0.003,"ug/m3 SC","Port Huron",10,12,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.021,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.005,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.011,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0011-05-19,261470005,0.009,"ug/m3 SC","Port Huron",11,5,c(42.9533362711269, -82.4562287816265)
0011-11-19,261470005,0,"ug/m3 SC","Port Huron",11,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.006,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.025,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.03,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0012-11-19,261470005,0.0092,"ug/m3 SC","Port Huron",12,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.012,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.02,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0001-10-19,261470005,0.0374,"ug/m3 SC","Port Huron",1,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0126,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0002-03-19,261470005,0.0495,"ug/m3 SC","Port Huron",2,3,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0173,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0526,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0003-10-19,261470005,0.0458,"ug/m3 SC","Port Huron",3,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0286,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0168,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0005-09-19,261470005,0.0332,"ug/m3 SC","Port Huron",5,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0535,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0006-02-19,261470005,0.0315,"ug/m3 SC","Port Huron",6,2,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0316,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0116,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0007-08-19,261470005,0.0353,"ug/m3 SC","Port Huron",7,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0523,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0008-01-19,261470005,0.0685,"ug/m3 SC","Port Huron",8,1,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0265,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.032,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0009-07-19,261470005,0.0328,"ug/m3 SC","Port Huron",9,7,c(42.9533362711269, -82.4562287816265)
0001-10-19,261630002,0.0655,"ug/m3 SC","",1,10,c(42.305871045, -83.14964636)
NA,261630002,0.0405,"ug/m3 SC","",NA,NA,c(42.305871045, -83.14964636)
0005-09-19,261630002,0.085,"ug/m3 SC","",5,9,c(42.305871045, -83.14964636)
NA,261630002,0.0919,"ug/m3 SC","",NA,NA,c(42.305871045, -83.14964636)
0006-02-19,261630002,0.0349,"ug/m3 SC","",6,2,c(42.305871045, -83.14964636)
NA,261630002,0.1636,"ug/m3 SC","",NA,NA,c(42.305871045, -83.14964636)
0008-01-19,261630002,0.0975,"ug/m3 SC","",8,1,c(42.305871045, -83.14964636)
NA,261630002,0.1179,"ug/m3 SC","",NA,NA,c(42.305871045, -83.14964636)
NA,261630002,0.1836,"ug/m3 SC","",NA,NA,c(42.305871045, -83.14964636)
0001-10-19,261630032,0.0647,"ug/m3 SC","",1,10,c(42.374204585, -83.032142689)
NA,261630032,0.0764,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0002-03-19,261630032,0.0863,"ug/m3 SC","",2,3,c(42.374204585, -83.032142689)
NA,261630032,0.0442,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
NA,261630032,0.0625,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
NA,261630032,0.0442,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0004-04-19,261630032,0.0527,"ug/m3 SC","",4,4,c(42.374204585, -83.032142689)
NA,261630032,0.0627,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
NA,261630032,0.0634,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0005-09-19,261630032,0.0309,"ug/m3 SC","",5,9,c(42.374204585, -83.032142689)
NA,261630032,0.136,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0006-02-19,261630032,0.0411,"ug/m3 SC","",6,2,c(42.374204585, -83.032142689)
NA,261630032,0.1325,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0007-08-19,261630032,0.1291,"ug/m3 SC","",7,8,c(42.374204585, -83.032142689)
NA,261630032,0.0735,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0008-07-19,261630032,0.0392,"ug/m3 SC","",8,7,c(42.374204585, -83.032142689)
NA,261630032,0.0583,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
NA,261630032,0.0863,"ug/m3 SC","",NA,NA,c(42.374204585, -83.032142689)
0009-07-19,261630032,0.065,"ug/m3 SC","",9,7,c(42.374204585, -83.032142689)
0001-04-19,261470005,0.042,"ug/m3 SC","Port Huron",1,4,c(42.9533362711269, -82.4562287816265)
0001-10-19,261470005,0.021,"ug/m3 SC","Port Huron",1,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.017,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.029,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.027,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0002-03-19,261470005,0.012,"ug/m3 SC","Port Huron",2,3,c(42.9533362711269, -82.4562287816265)
0002-09-19,261470005,0.014,"ug/m3 SC","Port Huron",2,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.038,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.026,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0081,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0003-05-19,261470005,0.037,"ug/m3 SC","Port Huron",3,5,c(42.9533362711269, -82.4562287816265)
0003-11-19,261470005,0.053,"ug/m3 SC","Port Huron",3,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.016,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.044,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.028,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0004-04-19,261470005,0.02,"ug/m3 SC","Port Huron",4,4,c(42.9533362711269, -82.4562287816265)
0004-10-19,261470005,0.0075,"ug/m3 SC","Port Huron",4,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.046,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.024,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.059,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0005-04-19,261470005,0.026,"ug/m3 SC","Port Huron",5,4,c(42.9533362711269, -82.4562287816265)
0005-10-19,261470005,0.08,"ug/m3 SC","Port Huron",5,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.119,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.036,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.015,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0006-03-19,261470005,0.033,"ug/m3 SC","Port Huron",6,3,c(42.9533362711269, -82.4562287816265)
0006-09-19,261470005,0.052,"ug/m3 SC","Port Huron",6,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.031,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.042,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.02,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0007-03-19,261470005,0.045,"ug/m3 SC","Port Huron",7,3,c(42.9533362711269, -82.4562287816265)
0007-09-19,261470005,0.02,"ug/m3 SC","Port Huron",7,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.019,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.027,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.014,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0008-02-19,261470005,0.03,"ug/m3 SC","Port Huron",8,2,c(42.9533362711269, -82.4562287816265)
0008-08-19,261470005,0.01,"ug/m3 SC","Port Huron",8,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.043,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.031,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0009-01-19,261470005,0.023,"ug/m3 SC","Port Huron",9,1,c(42.9533362711269, -82.4562287816265)
0009-07-19,261470005,0.076,"ug/m3 SC","Port Huron",9,7,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.016,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.073,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.048,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0010-01-19,261470005,0.018,"ug/m3 SC","Port Huron",10,1,c(42.9533362711269, -82.4562287816265)
0010-07-19,261470005,0.0051,"ug/m3 SC","Port Huron",10,7,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.047,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0076,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.058,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.03,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0011-06-19,261470005,0.011,"ug/m3 SC","Port Huron",11,6,c(42.9533362711269, -82.4562287816265)
0011-12-19,261470005,0.0065,"ug/m3 SC","Port Huron",11,12,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.011,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.015,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0083,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0012-12-19,261470005,0.048,"ug/m3 SC","Port Huron",12,12,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.027,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.019,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.01,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0001-05-19,261470005,0.021,"ug/m3 SC","Port Huron",1,5,c(42.9533362711269, -82.4562287816265)
0001-11-19,261470005,0.0096,"ug/m3 SC","Port Huron",1,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.04,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.056,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.025,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0002-04-19,261470005,0.019,"ug/m3 SC","Port Huron",2,4,c(42.9533362711269, -82.4562287816265)
0002-10-19,261470005,0.0072,"ug/m3 SC","Port Huron",2,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.02,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.04,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0067,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0003-06-19,261470005,0.014,"ug/m3 SC","Port Huron",3,6,c(42.9533362711269, -82.4562287816265)
0003-12-19,261470005,0.0157,"ug/m3 SC","Port Huron",3,12,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0098,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0112,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.025,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0004-05-19,261470005,0.0097,"ug/m3 SC","Port Huron",4,5,c(42.9533362711269, -82.4562287816265)
0004-11-19,261470005,0.011,"ug/m3 SC","Port Huron",4,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0069,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.06,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.01,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0005-05-19,261470005,0.021,"ug/m3 SC","Port Huron",5,5,c(42.9533362711269, -82.4562287816265)
0005-11-19,261470005,0.0105,"ug/m3 SC","Port Huron",5,11,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0169,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.014,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.0127,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0006-04-19,261470005,0.007,"ug/m3 SC","Port Huron",6,4,c(42.9533362711269, -82.4562287816265)
0006-10-19,261470005,0.016,"ug/m3 SC","Port Huron",6,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.013,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.023,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.012,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0007-04-19,261470005,0.014,"ug/m3 SC","Port Huron",7,4,c(42.9533362711269, -82.4562287816265)
0007-10-19,261470005,0.008,"ug/m3 SC","Port Huron",7,10,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.015,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.014,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.018,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0008-03-19,261470005,0.022,"ug/m3 SC","Port Huron",8,3,c(42.9533362711269, -82.4562287816265)
0008-09-19,261470005,0.04,"ug/m3 SC","Port Huron",8,9,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.029,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.017,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.029,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0009-02-19,261470005,0.019,"ug/m3 SC","Port Huron",9,2,c(42.9533362711269, -82.4562287816265)
0009-08-19,261470005,0.007,"ug/m3 SC","Port Huron",9,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.02,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.012,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.02,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0010-02-19,261470005,0.014,"ug/m3 SC","Port Huron",10,2,c(42.9533362711269, -82.4562287816265)
0010-08-19,261470005,0.008,"ug/m3 SC","Port Huron",10,8,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.048,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.019,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.009,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0011-01-19,261470005,0.033,"ug/m3 SC","Port Huron",11,1,c(42.9533362711269, -82.4562287816265)
0011-07-19,261470005,0.006,"ug/m3 SC","Port Huron",11,7,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.012,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.03,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.008,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0012-01-19,261470005,0.013,"ug/m3 SC","Port Huron",12,1,c(42.9533362711269, -82.4562287816265)
0012-07-19,261470005,0.023,"ug/m3 SC","Port Huron",12,7,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.006,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.014,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.014,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
NA,261470005,0.008,"ug/m3 SC","Port Huron",NA,NA,c(42.9533362711269, -82.4562287816265)
0001-11-19,261630015,0.058,"ug/m3 SC","Southwestern H.S.",1,11,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.032,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0002-04-19,261630015,0.018,"ug/m3 SC","Southwestern H.S.",2,4,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.033,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.044,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0003-06-19,261630015,0.027,"ug/m3 SC","Southwestern H.S.",3,6,c(42.3027864681917, -83.1065304278455)
0005-11-19,261630015,0.028,"ug/m3 SC","Southwestern H.S.",5,11,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.472,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0006-10-19,261630015,0.013,"ug/m3 SC","Southwestern H.S.",6,10,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.017,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.027,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0008-03-19,261630015,0.055,"ug/m3 SC","Southwestern H.S.",8,3,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.03,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.056,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0009-08-19,261630015,0.029,"ug/m3 SC","Southwestern H.S.",9,8,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.039,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0010-02-19,261630015,0.054,"ug/m3 SC","Southwestern H.S.",10,2,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.057,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0011-07-19,261630015,0.019,"ug/m3 SC","Southwestern H.S.",11,7,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.063,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
0012-01-19,261630015,0.02,"ug/m3 SC","Southwestern H.S.",12,1,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.024,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
NA,261630015,0.021,"ug/m3 SC","Southwestern H.S.",NA,NA,c(42.3027864681917, -83.1065304278455)
