"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/05/1990","AQS","261470005","4","0.021","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"01/11/1990","AQS","261470005","4","0.0096","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"01/17/1990","AQS","261470005","4","0.04","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"01/23/1990","AQS","261470005","4","0.056","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"01/29/1990","AQS","261470005","4","0.025","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"02/04/1990","AQS","261470005","4","0.019","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"02/10/1990","AQS","261470005","4","0.0072","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"02/16/1990","AQS","261470005","4","0.02","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"02/22/1990","AQS","261470005","4","0.04","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"02/28/1990","AQS","261470005","4","0.0067","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"03/06/1990","AQS","261470005","4","0.014","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"03/12/1990","AQS","261470005","4","0.0157","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"03/18/1990","AQS","261470005","4","0.0098","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"03/24/1990","AQS","261470005","4","0.0112","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"03/30/1990","AQS","261470005","4","0.025","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"04/05/1990","AQS","261470005","4","0.0097","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"04/11/1990","AQS","261470005","4","0.011","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"04/17/1990","AQS","261470005","4","0.0069","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"04/23/1990","AQS","261470005","4","0.06","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"04/29/1990","AQS","261470005","4","0.01","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"05/05/1990","AQS","261470005","4","0.021","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"05/11/1990","AQS","261470005","4","0.0105","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"05/17/1990","AQS","261470005","4","0.0169","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"05/23/1990","AQS","261470005","4","0.014","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"05/29/1990","AQS","261470005","4","0.0127","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
"06/04/1990","AQS","261470005","4","0.007","ug/m3 SC",".","Port Huron","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9533362711269","-82.4562287816265"
