"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/06/2007","AQS","261630001","2","0.0046","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"01/12/2007","AQS","261630001","2","0.0057","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"01/18/2007","AQS","261630001","2","0.0062","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"01/24/2007","AQS","261630001","2","0.0038","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"01/30/2007","AQS","261630001","2","0.00499","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"02/05/2007","AQS","261630001","2","0.0055","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"02/11/2007","AQS","261630001","2","0.0048","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"02/17/2007","AQS","261630001","2","0.0129","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"02/23/2007","AQS","261630001","2","0.0034","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
"03/07/2007","AQS","261630001","2","0.0054","ug/m3 SC",".","Allen Park","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","163","Wayne","42.2286201358284","-83.2082000228824"
