"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/08/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/14/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/20/1986","AQS","260996001","1","0.03","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/26/1986","AQS","260996001","1","0.01","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/01/1986","AQS","260996001","1","0.12","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/07/1986","AQS","260996001","1","0.11","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/13/1986","AQS","260996001","1","0.12","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/19/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/25/1986","AQS","260996001","1","0.07","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/03/1986","AQS","260996001","1","0.1","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/15/1986","AQS","260996001","1","0.07","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/21/1986","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/27/1986","AQS","260996001","1","0.2","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/02/1986","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/08/1986","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/14/1986","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/20/1986","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/26/1986","AQS","260996001","1","0.11","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/02/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/08/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/14/1986","AQS","260996001","1","0.1","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/20/1986","AQS","260996001","1","0","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/26/1986","AQS","260996001","1","0.03","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/01/1986","AQS","260996001","1","0.02","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/07/1986","AQS","260996001","1","0.1","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/13/1986","AQS","260996001","1","0.03","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/19/1986","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/25/1986","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/01/1986","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/07/1986","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/13/1986","AQS","260996001","1","0.02","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/19/1986","AQS","260996001","1","0.03","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/25/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/31/1986","AQS","260996001","1","0.11","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"08/06/1986","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"08/12/1986","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"08/18/1986","AQS","260996001","1","0.02","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"08/24/1986","AQS","260996001","1","0.03","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
