"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/07/1985","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/13/1985","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/19/1985","AQS","260996001","1","0.08","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/25/1985","AQS","260996001","1","0.1","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"01/31/1985","AQS","260996001","1","0.16","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/06/1985","AQS","260996001","1","0.13","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/12/1985","AQS","260996001","1","0.04","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/18/1985","AQS","260996001","1","0.12","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"02/24/1985","AQS","260996001","1","0.04","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/02/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/08/1985","AQS","260996001","1","0.07","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/14/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/20/1985","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"03/26/1985","AQS","260996001","1","0.27","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/01/1985","AQS","260996001","1","0.01","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/07/1985","AQS","260996001","1","0.04","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/13/1985","AQS","260996001","1","0.17","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/19/1985","AQS","260996001","1","0.18","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"04/25/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/01/1985","AQS","260996001","1","0.04","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/07/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/13/1985","AQS","260996001","1","0.07","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/19/1985","AQS","260996001","1","0.09","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/25/1985","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"05/31/1985","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/06/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/12/1985","AQS","260996001","1","0.01","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/18/1985","AQS","260996001","1","0.06","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/24/1985","AQS","260996001","1","0.04","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"06/30/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
"07/06/1985","AQS","260996001","1","0.05","ug/m3 SC",".","","1","100.0000","12128","Lead (TSP) STP","19820","Detroit-Warren-Dearborn, MI","26","Michigan","099","Macomb","42.535035158","-83.067703157"
